state,homeownership,annual_income,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,risk_category_loan_status,balance,paid_total,paid_principal,paid_interest,default_flag,income_band,dti_bucket,dti_risk_bucket,utilization_alert,utilization_bucket
FL,Mortgage,"65,000.00",30.66,497272,45043,Debt_Consolidation,27600,60,12.62%,622.63,C,1/1/2018,Current,Healthy,25902.83,3093.80,1697.17,1396.63,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
WI,Rent,"33,000.00",25.45,65378,26020,Debt_Consolidation,13200,60,19.03%,342.64,D,2/1/2018,Fully Paid,Healthy,0.00,13276.75,13200.00,76.75,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"47,000.00",23.34,152381,159538,Moving,1500,36,15.05%,52.04,C,1/1/2018,Current,Healthy,1329.64,258.95,170.36,88.59,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
VA,Rent,"116,000.00",18.95,446850,67790,Debt_Consolidation,13125,36,10.91%,429.14,B,1/1/2018,Current,Healthy,11547.52,2137.74,1577.48,560.26,0,High (>100k),Manageable (15-30%),Low,Safe,High
TX,Own,"49,000.00",11.98,27400,13662,Home_Improvement,5000,36,9.44%,160.03,B,1/1/2018,Current,Healthy,4386.95,794.91,613.05,181.86,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"180,000.00",8.83,511539,30962,Debt_Consolidation,20000,36,9.43%,640.01,B,3/1/2018,Current,Healthy,18540.05,1940.23,1459.95,480.28,0,High (>100k),Healthy (<15%),Low,Safe,High
CO,Mortgage,"55,000.00",11.14,356976,105426,Major_Purchase,3000,36,14.07%,102.64,C,2/1/2018,Current,Healthy,2795.22,305.58,204.78,100.80,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
PA,Own,"16,200.00",20.44,67459,15024,Other,5000,36,13.59%,169.9,C,1/1/2018,Current,Healthy,4420.65,845.72,579.35,266.37,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
PA,Rent,"100,000.00",19.64,60350,52007,Credit_Card,30000,36,10.91%,980.89,B,2/1/2018,Current,Healthy,27856.21,2960.85,2143.79,817.06,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
NC,Rent,"27,872.00",14.3,15536,11537,Debt_Consolidation,5000,36,11.98%,166.03,B,2/1/2018,Current,Healthy,4528.55,657.46,471.45,186.01,0,Low (<50k),Healthy (<15%),Low,Safe,High
MN,Rent,"55,000.00",10.74,37985,26135,Credit_Card,6000,36,16.02%,211.01,C,2/1/2018,Current,Healthy,5465.77,859.60,534.23,325.37,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
OH,Mortgage,"50,000.00",10.02,199200,8587,Other,15000,36,10.41%,486.91,B,3/1/2018,Current,Healthy,13920.33,1452.05,1079.67,372.38,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MO,Mortgage,"57,845.00",17.97,210350,29685,Debt_Consolidation,20000,36,7.35%,620.75,A,2/1/2018,Current,Healthy,17988.61,2474.83,2011.39,463.44,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
CT,Rent,"48,000.00",28.08,222538,59076,Debt_Consolidation,18750,60,30.79%,615.76,G,2/1/2018,Current,Healthy,18190.25,2398.89,559.75,1839.14,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"140,000.00",34.01,206586,134951,Debt_Consolidation,35000,36,10.42%,1136.27,B,2/1/2018,Current,Healthy,31626.97,4524.82,3373.03,1151.79,0,High (>100k),Risky (>30%),Medium,Safe,High
CA,Rent,"120,000.00",11.33,62284,44436,Debt_Consolidation,28000,36,13.59%,951.41,C,2/1/2018,Current,Healthy,25419.33,3763.36,2580.67,1182.69,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Rent,"10,500.00",16.11,4800,3954,Major_Purchase,12500,60,25.81%,372.86,E,3/1/2018,Current,Healthy,12181.22,1100.66,318.78,781.88,0,Low (<50k),Manageable (15-30%),Low,Maxed Out,High
HI,Rent,"95,000.00",9.46,39456,32538,Debt_Consolidation,31000,36,10.42%,1006.41,B,1/1/2018,Current,Healthy,27249.95,4987.19,3750.05,1237.14,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
NY,Mortgage,"250,000.00",2.59,803627,17789,Credit_Card,40000,36,5.31%,1204.42,A,3/1/2018,Current,Healthy,36904.08,3589.66,3095.92,493.74,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"58,000.00",13.66,330800,19217,Debt_Consolidation,10000,60,9.93%,212.13,B,1/1/2018,Current,Healthy,9342.30,1049.62,657.70,391.92,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"240,000.00",18.93,829970,165652,Credit_Card,40000,36,10.91%,1307.85,B,2/1/2018,Current,Healthy,36171.45,5182.91,3828.55,1354.36,0,High (>100k),Manageable (15-30%),Low,Safe,High
TX,Rent,"70,000.00",15.59,84893,38737,Debt_Consolidation,8000,36,6.08%,243.67,A,1/1/2018,Current,Healthy,7181.26,971.98,818.74,153.24,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MA,Rent,0.00,NA,40506,19920,Small_Business,40000,36,7.96%,1252.72,A,3/1/2018,Current,Healthy,37018.15,3740.47,2981.85,758.62,0,Low (<50k),Risky (>30%),High,Safe,High
MD,Rent,"37,000.00",29.16,61710,35170,Debt_Consolidation,8000,36,10.42%,259.72,B,1/1/2018,Current,Healthy,7032.07,1293.97,967.93,326.04,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"50,000.00",4.32,4600,1899,Debt_Consolidation,4000,36,9.44%,128.02,B,2/1/2018,Current,Healthy,3609.21,507.88,390.79,117.09,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"217,000.00",6.67,833587,44402,House,18000,36,6.08%,548.25,A,2/1/2018,Current,Healthy,6995.65,11180.84,11004.35,176.49,0,High (>100k),Healthy (<15%),Low,Safe,High
PA,Own,"30,000.00",34.05,43845,28211,Credit_Card,9000,36,13.59%,305.81,C,2/1/2018,Fully Paid,Healthy,0.00,9248.71,9000.00,248.71,0,Low (<50k),Risky (>30%),Medium,Safe,High
MD,Own,"140,000.00",11.68,383408,58222,Debt_Consolidation,20000,60,16.01%,486.47,C,3/1/2018,Current,Healthy,19332.26,1423.83,667.74,756.09,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"54,000.00",9.67,26506,11580,Debt_Consolidation,9600,36,13.59%,326.2,C,3/1/2018,Current,Healthy,8940.14,971.35,659.86,311.49,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
GA,Mortgage,"100,000.00",8.12,405111,43073,Debt_Consolidation,25000,36,5.32%,752.87,A,1/1/2018,Current,Healthy,21761.22,3701.55,3238.78,462.77,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MO,Rent,"59,600.00",38.26,132718,70614,Credit_Card,9000,36,6.71%,276.71,A,2/1/2018,Current,Healthy,8317.04,826.77,682.96,143.81,0,Medium (50k-100k),Risky (>30%),High,Safe,High
MD,Rent,"48,000.00",33.28,72254,34008,Debt_Consolidation,10000,36,7.35%,310.38,A,1/1/2018,Current,Healthy,8739.00,1547.82,1261.00,286.82,0,Low (<50k),Risky (>30%),Medium,Safe,High
NY,Mortgage,"112,000.00",7.1,618901,31458,Debt_Consolidation,15000,36,10.42%,486.98,B,2/1/2018,Current,Healthy,13554.39,1939.24,1445.61,493.63,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Rent,"51,000.00",24.61,105460,106374,Debt_Consolidation,5300,36,12.62%,177.61,C,2/1/2018,Current,Healthy,4804.77,703.01,495.23,207.78,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
IN,Own,"33,000.00",21.93,45314,32383,Debt_Consolidation,15000,60,19.03%,389.36,D,1/1/2018,Current,Healthy,14218.17,1907.15,781.83,1125.32,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NC,Own,"50,000.00",33.41,180910,48699,Debt_Consolidation,14000,60,19.03%,363.4,D,1/1/2018,Current,Healthy,13270.30,1787.40,729.70,1057.70,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
OR,Rent,"105,000.00",7.78,95093,75484,Other,20000,36,7.34%,620.66,A,3/1/2018,Current,Healthy,18495.86,1853.82,1504.14,349.68,0,High (>100k),Healthy (<15%),Low,Safe,High
MA,Mortgage,"154,000.00",26.17,436376,80997,Debt_Consolidation,35000,36,6.72%,1076.23,A,1/1/2018,Current,Healthy,30549.28,5368.08,4450.72,917.36,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"15,000.00",21.04,12100,4385,Debt_Consolidation,3000,36,11.98%,99.62,B,3/1/2018,Current,Healthy,2788.90,294.87,211.10,83.77,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"50,000.00",18.34,60021,50714,Debt_Consolidation,9000,36,10.41%,292.15,B,3/1/2018,Current,Healthy,8352.18,847.83,647.82,200.01,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
NJ,Rent,"95,000.00",19.39,467400,54739,Other,5000,36,18.06%,180.92,D,1/1/2018,Current,Healthy,4455.51,899.58,544.49,355.09,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
RI,Mortgage,"62,000.00",29.42,307044,23115,Debt_Consolidation,15000,36,13.59%,509.69,C,1/1/2018,Current,Healthy,13262.00,2537.13,1738.00,799.13,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
WA,Rent,"32,000.00",14.72,24200,17169,Debt_Consolidation,17000,36,18.45%,618.44,D,3/1/2018,Current,Healthy,16261.56,1237.90,738.44,499.46,0,Low (<50k),Healthy (<15%),Low,Safe,High
TX,Rent,"63,000.00",15.52,52600,14978,Debt_Consolidation,4000,36,7.34%,124.14,A,3/1/2018,Current,Healthy,3699.15,370.79,300.85,69.94,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
CA,Own,"160,000.00",4.36,30552,17345,Other,35000,36,15.05%,1214.15,C,1/1/2018,Current,Healthy,31025.59,6041.49,3974.41,2067.08,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Rent,"30,000.00",15.36,30805,12687,Credit_Card,16800,36,20.39%,627.7,D,3/1/2018,Fully Paid,Healthy,0.00,17536.91,16800.00,736.91,0,Low (<50k),Manageable (15-30%),Low,Safe,High
HI,Rent,"3,120.00",215.38,36402,22324,Debt_Consolidation,18000,36,10.91%,588.54,B,1/1/2018,Current,Healthy,15836.56,2931.28,2163.44,767.84,0,Low (<50k),Risky (>30%),High,Safe,High
TX,Mortgage,"53,000.00",7.7,116456,18150,House,13000,36,7.35%,403.49,A,1/1/2018,Current,Healthy,11360.72,2012.14,1639.28,372.86,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
ME,Mortgage,"68,000.00",25.31,166146,72062,House,12000,60,11.99%,266.88,B,2/1/2018,Current,Healthy,11403.21,1099.01,596.79,502.22,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
PA,Rent,"77,500.00",29.72,113403,44305,Other,14000,36,7.34%,434.46,A,3/1/2018,Current,Healthy,12947.11,1297.67,1052.89,244.78,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NJ,Rent,"40,000.00",9.93,33300,9851,Debt_Consolidation,4800,36,13.59%,163.1,C,2/1/2018,Current,Healthy,4357.60,648.78,442.40,206.38,0,Low (<50k),Healthy (<15%),Low,Safe,High
GA,Mortgage,"58,000.00",12.44,37100,15382,Debt_Consolidation,10200,36,15.04%,353.79,C,3/1/2018,Fully Paid,Healthy,0.00,10468.37,10200.00,268.37,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MO,Rent,"40,000.00",32.67,47549,38126,Debt_Consolidation,18000,36,17.09%,642.56,D,1/1/2018,Current,Healthy,16013.16,3246.98,1986.84,1260.14,0,Low (<50k),Risky (>30%),Medium,Maxed Out,High
FL,Mortgage,"75,000.00",4.88,181756,7443,Debt_Consolidation,4000,36,9.92%,128.92,B,3/1/2018,Current,Healthy,3710.06,384.56,289.94,94.62,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"300,000.00",10.78,134757,66766,Debt_Consolidation,28000,36,6.71%,860.86,A,3/1/2018,Current,Healthy,25875.28,2572.14,2124.72,447.42,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"64,000.00",15.56,159281,36758,Debt_Consolidation,17000,60,17.09%,423.32,D,1/1/2018,Current,Healthy,16067.76,2100.46,932.24,1168.22,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NY,Mortgage,"80,000.00",9.03,46362,25199,Credit_Card,5000,36,10.42%,162.33,B,2/1/2018,Current,Healthy,4518.12,646.43,481.88,164.55,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
TX,Mortgage,"115,000.00",12.91,237660,55743,Credit_Card,10000,36,9.44%,320.05,B,2/1/2018,Current,Healthy,9023.01,1274.96,976.99,297.97,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Rent,"16,700.00",1.8,700,172,Car,5000,36,10.90%,163.46,B,3/1/2018,Current,Healthy,4762.84,328.43,237.16,91.27,0,Low (<50k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"55,000.00",23.11,136903,26764,Credit_Card,15000,60,9.43%,314.52,B,3/1/2018,Current,Healthy,14405.42,935.70,594.58,341.12,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"90,000.00",26.05,334941,49492,Home_Improvement,12000,60,9.44%,251.68,B,2/1/2018,Current,Healthy,11363.42,990.99,636.58,354.41,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CO,Mortgage,"121,800.00",15.63,491842,55723,Credit_Card,36000,60,9.92%,763.48,B,3/1/2018,Current,Healthy,34590.77,2270.60,1409.23,861.37,0,High (>100k),Manageable (15-30%),Low,Safe,High
MA,Rent,"38,000.00",24.16,72628,40697,Debt_Consolidation,24000,60,26.77%,729.56,E,3/1/2018,Current,Healthy,23404.43,2117.29,595.57,1521.72,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Own,"150,000.00",26.66,249330,266569,Credit_Card,35000,60,19.03%,908.5,D,1/1/2018,Current,Healthy,33175.76,4505.50,1824.24,2681.26,0,High (>100k),Manageable (15-30%),Medium,Maxed Out,High
IL,Own,"45,000.00",14.51,118100,14517,Other,14500,36,12.62%,485.92,C,1/1/2018,Current,Healthy,12797.42,2419.43,1702.58,716.85,0,Low (<50k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"28,000.00",0,122588,21002,Other,2500,36,12.61%,83.77,C,3/1/2018,Current,Healthy,2274.68,297.81,225.32,72.49,0,Low (<50k),Healthy (<15%),Low,Safe,High
GA,Mortgage,"92,000.00",11.91,545193,48100,Debt_Consolidation,35000,36,6.72%,1076.23,A,1/1/2018,Current,Healthy,30549.28,5348.48,4450.72,897.76,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"120,000.00",12.57,81266,38881,Debt_Consolidation,22225,36,9.43%,711.21,B,3/1/2018,Fully Paid,Healthy,0.00,22289.92,22225.00,64.92,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Rent,"75,000.00",11.9,35600,17808,Major_Purchase,35000,36,15.04%,1213.98,C,3/1/2018,Current,Healthy,32644.79,3612.70,2355.21,1257.49,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
AL,Mortgage,"138,000.00",15.12,397234,113712,Debt_Consolidation,30000,60,12.61%,676.62,C,2/1/2018,Current,Healthy,28531.58,2664.45,1468.42,1196.03,0,High (>100k),Manageable (15-30%),Low,Safe,High
CA,Mortgage,"111,230.90",20.44,362305,54567,Debt_Consolidation,15000,36,11.99%,498.15,B,1/1/2018,Current,Healthy,13223.48,2470.77,1776.52,694.25,0,High (>100k),Manageable (15-30%),Medium,Safe,High
UT,Mortgage,"70,000.00",33.55,263379,75796,Debt_Consolidation,36000,36,11.98%,1195.38,B,3/1/2018,Current,Healthy,34319.69,2342.84,1680.31,662.53,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
GA,Mortgage,"100,000.00",23.82,327901,151790,Debt_Consolidation,26000,36,7.35%,806.98,A,2/1/2018,Current,Healthy,23385.18,3206.69,2614.82,591.87,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"60,198.00",30.8,49118,19808,Moving,3300,36,21.85%,125.78,D,3/1/2018,Current,Healthy,3099.31,373.33,200.69,172.64,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
CA,Mortgage,"85,000.00",6.48,484200,19468,Debt_Consolidation,25000,36,6.08%,761.46,A,1/1/2018,Current,Healthy,21793.71,3790.41,3206.29,584.12,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
FL,Mortgage,"325,000.00",7.24,912840,115532,Credit_Card,20000,36,11.99%,664.2,B,1/1/2018,Current,Healthy,12564.53,8307.68,7435.47,872.21,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Rent,"30,000.00",9.08,19906,6317,Credit_Card,3500,36,7.35%,108.64,A,1/1/2018,Current,Healthy,3058.61,541.77,441.39,100.38,0,Low (<50k),Healthy (<15%),Low,Safe,High
WA,Mortgage,"230,000.00",7.48,430202,31642,Credit_Card,5000,36,7.96%,156.59,A,3/1/2018,Current,Healthy,4722.17,345.26,277.83,67.43,0,High (>100k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"110,000.00",12.67,295797,62341,Debt_Consolidation,15000,60,10.42%,321.82,B,1/1/2018,Current,Healthy,14025.37,1600.42,974.63,625.79,0,High (>100k),Healthy (<15%),Low,Safe,High
ID,Mortgage,"48,000.00",20.13,111200,16252,Debt_Consolidation,10000,36,6.08%,304.59,A,2/1/2018,Current,Healthy,8976.56,1214.98,1023.44,191.54,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
GA,Own,"18,624.00",20.49,18964,11001,Credit_Card,10000,60,11.98%,222.35,B,3/1/2018,Current,Healthy,9628.77,653.74,371.23,282.51,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
VA,Mortgage,"87,000.00",29.85,263599,92040,Debt_Consolidation,24000,60,28.72%,757.72,F,3/1/2018,Current,Healthy,23436.77,2426.33,563.23,1863.10,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"41,000.00",12.76,27597,18912,Home_Improvement,10000,36,20.00%,371.64,D,2/1/2018,Current,Healthy,9160.68,1464.34,839.32,625.02,0,Low (<50k),Healthy (<15%),Low,Safe,High
NY,Rent,"41,072.00",25.92,61131,46443,Credit_Card,8000,36,9.44%,256.04,B,1/1/2018,Current,Healthy,7019.16,1269.71,980.84,288.87,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
MI,Rent,"75,000.00",13.25,169063,121769,Home_Improvement,40000,60,13.59%,922.25,C,1/1/2018,Current,Healthy,37600.00,4581.05,2400.00,2181.05,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
AR,Mortgage,"20,000.00",49.94,277911,42088,Debt_Consolidation,24000,60,12.61%,541.3,C,3/1/2018,Current,Healthy,23123.55,1607.09,876.45,730.64,0,Low (<50k),Risky (>30%),High,Safe,High
NE,Own,"300,000.00",27.82,1350311,346119,Major_Purchase,36000,60,9.44%,755.02,B,1/1/2018,Current,Healthy,33603.49,3756.22,2396.51,1359.71,0,High (>100k),Manageable (15-30%),Medium,Safe,High
FL,Rent,"31,000.00",24.08,45460,25308,Debt_Consolidation,10000,36,16.01%,351.62,C,3/1/2018,Current,Healthy,9336.62,1037.07,663.38,373.69,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
WI,Mortgage,"44,000.00",29.68,207507,37428,Debt_Consolidation,8000,36,21.85%,304.91,D,3/1/2018,Current,Healthy,2397.76,5895.31,5602.24,293.07,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
OR,Mortgage,"53,000.00",36.5,197617,62473,Debt_Consolidation,15000,36,23.88%,587.55,E,2/1/2018,Current,Healthy,13808.83,2330.30,1191.17,1139.13,0,Medium (50k-100k),Risky (>30%),High,Safe,High
WI,Mortgage,"65,000.00",30.96,194050,70601,Credit_Card,25000,60,13.59%,576.41,C,1/1/2018,Current,Healthy,23499.98,2863.17,1500.02,1363.15,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
NY,Rent,"191,000.00",12.75,65617,37974,Debt_Consolidation,28000,36,9.44%,896.14,B,2/1/2018,Current,Healthy,25264.44,3584.21,2735.56,848.65,0,High (>100k),Healthy (<15%),Low,Safe,High
CA,Mortgage,"65,000.00",20.2,46976,21732,Debt_Consolidation,15000,36,12.62%,502.67,C,1/1/2018,Current,Healthy,13598.40,2000.16,1401.60,598.56,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Mortgage,"55,000.00",49.56,153559,100119,Credit_Card,12000,36,7.34%,372.4,A,3/1/2018,Current,Healthy,11097.50,1105.34,902.50,202.84,0,Medium (50k-100k),Risky (>30%),High,Safe,High
MD,Mortgage,"60,000.00",14.04,69249,18222,Home_Improvement,10000,36,9.44%,320.05,B,1/1/2018,Current,Healthy,8773.94,1589.76,1226.06,363.70,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Own,"275,000.00",14.2,1088276,232693,Debt_Consolidation,30000,60,9.44%,629.18,B,1/1/2018,Fully Paid,Healthy,0.00,31110.75,30000.00,1110.75,0,High (>100k),Healthy (<15%),Low,Safe,High
NV,Mortgage,"50,000.00",18.3,176920,17483,Credit_Card,9000,36,5.31%,271,A,3/1/2018,Current,Healthy,8303.40,810.34,696.60,113.74,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NC,Rent,"120,000.00",4.93,101562,64389,Small_Business,7000,36,10.42%,227.26,B,2/1/2018,Current,Healthy,6325.37,904.99,674.63,230.36,0,High (>100k),Healthy (<15%),Low,Safe,High
MO,Mortgage,"74,106.00",38.41,225748,70389,Credit_Card,7000,36,6.72%,215.25,A,3/1/2018,Current,Healthy,6468.89,643.14,531.11,112.03,0,Medium (50k-100k),Risky (>30%),High,Safe,High
TN,Mortgage,"68,000.00",18.55,221732,55468,Renewable_Energy,10000,36,9.44%,320.05,B,2/1/2018,Current,Healthy,9023.01,1274.96,976.99,297.97,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NJ,Rent,"40,000.00",39.93,83617,35334,Other,5000,36,9.44%,160.03,B,2/1/2018,Current,Healthy,4511.49,637.50,488.51,148.99,0,Low (<50k),Risky (>30%),High,Safe,High
OK,Mortgage,"39,000.00",0,6100,0,Other,4200,36,9.93%,135.39,B,1/1/2018,Current,Healthy,3688.43,674.63,511.57,163.06,0,Low (<50k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"71,000.00",28.72,361396,43674,Debt_Consolidation,10500,36,7.96%,328.84,A,3/1/2018,Current,Healthy,9717.26,981.88,782.74,199.14,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
GA,Mortgage,"85,000.00",14.82,304615,51172,Debt_Consolidation,10000,36,7.97%,313.23,A,1/1/2018,Fully Paid,Healthy,0.00,10068.64,10000.00,68.64,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
WA,Rent,"55,000.00",25.27,69465,54307,Car,6000,36,23.87%,234.99,E,3/1/2018,Current,Healthy,5646.12,661.22,353.88,307.34,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NC,Own,"165,000.00",31.09,667279,201020,Debt_Consolidation,14000,60,9.92%,296.91,B,3/1/2018,Current,Healthy,13453.47,875.30,546.53,328.77,0,High (>100k),Risky (>30%),Medium,Safe,High
NY,Rent,"68,000.00",11.44,77657,77537,Credit_Card,4800,36,20.39%,179.35,D,3/1/2018,Current,Healthy,4501.62,527.18,298.38,228.80,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
CA,Rent,"46,500.00",18.27,54869,8049,Debt_Consolidation,12000,36,9.43%,384.01,B,3/1/2018,Current,Healthy,11124.02,1145.74,875.98,269.76,0,Low (<50k),Manageable (15-30%),Low,Safe,High
FL,Mortgage,"85,000.00",27.08,435719,56020,Debt_Consolidation,20000,60,7.35%,399.34,A,2/1/2018,Current,Healthy,18882.42,1576.94,1117.58,459.36,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
AZ,Own,"20,000.00",27.01,56168,2434,Debt_Consolidation,38000,60,11.98%,844.91,B,3/1/2018,Current,Healthy,36589.38,2509.44,1410.62,1098.82,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NJ,Mortgage,"125,000.00",19.25,387711,55323,Debt_Consolidation,12000,36,9.93%,386.82,B,1/1/2018,Current,Healthy,10538.41,1927.48,1461.59,465.89,0,High (>100k),Manageable (15-30%),Low,Safe,High
FL,Mortgage,"83,000.00",11.65,53738,25672,Debt_Consolidation,20000,60,13.59%,461.13,C,2/1/2018,Current,Healthy,19045.42,1814.32,954.58,859.74,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
UT,Rent,"22,560.00",7.93,12300,5683,Other,5000,36,21.45%,189.54,D,3/1/2018,Late (31-120 Days),Delinquent,4899.84,177.62,100.16,77.46,1,Low (<50k),Healthy (<15%),Low,Safe,High
TX,Own,"89,000.00",17.89,295802,49306,Credit_Card,15000,36,10.91%,490.45,B,2/1/2018,Current,Healthy,13564.26,1992.66,1435.74,556.92,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NY,Rent,"60,000.00",11.48,48300,28151,Debt_Consolidation,10000,36,14.07%,342.12,C,3/1/2018,Current,Healthy,9547.62,668.61,452.38,216.23,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"102,000.00",8.85,59348,14187,Credit_Card,16000,36,9.43%,512.01,B,3/1/2018,Current,Healthy,15224.40,1061.75,775.60,286.15,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Mortgage,"33,000.00",17.2,174900,21684,Debt_Consolidation,32000,60,14.08%,745.92,C,2/1/2018,Current,Healthy,30491.89,3119.19,1508.11,1611.08,0,Low (<50k),Manageable (15-30%),Low,Safe,High
MD,Mortgage,"245,000.00",4.56,632864,32455,House,7200,36,5.31%,216.8,A,2/1/2018,Current,Healthy,6228.57,1090.08,971.43,118.65,0,High (>100k),Healthy (<15%),Low,Safe,High
CT,Mortgage,"80,000.00",5.52,22425,8390,Home_Improvement,30000,36,12.62%,1005.34,C,1/1/2018,Current,Healthy,26477.48,5121.35,3522.52,1598.83,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MI,Mortgage,"60,000.00",18.04,319089,64907,Credit_Card,28000,60,9.44%,587.24,B,2/1/2018,Current,Healthy,26514.69,2319.59,1485.31,834.28,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
WV,Own,"57,000.00",35.5,71500,32316,Credit_Card,11600,36,23.88%,454.38,E,2/1/2018,Current,Healthy,10678.79,1786.74,921.21,865.53,0,Medium (50k-100k),Risky (>30%),High,Safe,High
CT,Mortgage,"389,000.00",9.78,619231,113940,Credit_Card,40000,36,6.07%,1218.15,A,3/1/2018,Current,Healthy,36937.10,3673.49,3062.90,610.59,0,High (>100k),Healthy (<15%),Low,Safe,High
TX,Rent,"94,000.00",11.13,242237,217793,Small_Business,20000,60,14.08%,466.2,C,1/1/2018,Current,Healthy,19057.44,1849.16,942.56,906.60,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
NJ,Mortgage,"68,000.00",14.31,30796,20073,Debt_Consolidation,9000,36,14.08%,307.95,C,1/1/2018,Current,Healthy,7964.23,1525.67,1035.77,489.90,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
